HoldingNo,Floor,BuildupSqft,ConstType,Usage,Occupancy,YearBuilt,ClosingYear,FloorARV,FloorTax
MUNG- 03768,First Floor - 1,1573,RCC,Residential,self,,,,
MUNG- 06645,Ground Floor - 0,1494,RCC,Residential,self,,,,
MUNG- 06645,First Floor - 1,1494,RCC,Residential,self,,,,
MUNG- 09695,Ground Floor - 0,860,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",rented,,,,
MUNG- 09695,First Floor - 1,1348,RCC,Residential,self,,,,
MUNG- 01432,Ground Floor - 0,1110,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",rented,,,,
MUNG- 01432,First Floor - 1,1110,RCC,Residential,self,,,,
MUNG- 01432,Second Floor - 2,1110,RCC,Residential,self,,,,
MUNG- 10494,Ground Floor - 0,3701,RCC,"pvt school, pvt college, pvt research institutes,other pvt institutes and their hostels",rented,,,,
MUNG- 10494,First Floor - 1,3701,RCC,"pvt school, pvt college, pvt research institutes,other pvt institutes and their hostels",rented,,,,
MUNG- 14902,Ground Floor - 0,2280,RCC,"pvt school, pvt college, pvt research institutes,other pvt institutes and their hostels",self,,,,
MUNG- 14902,First Floor - 1,2280,RCC,"pvt school, pvt college, pvt research institutes,other pvt institutes and their hostels",self,,,,
MUNG- 14902,Second Floor - 2,2280,RCC,"pvt school, pvt college, pvt research institutes,other pvt institutes and their hostels",self,,,,
Test1,Ground Floor - 0,15000,RCC,"pvt school, pvt college, pvt research institutes,other pvt institutes and their hostels",self,,,792000,71280
MUNG- 09819,Ground Floor - 0,2219.25,RCC,Residential,self,,,9320.85,838.88
MUNG- 09819,Ground Floor - 0,1110.8,RCC,Residential,self,,,4665.36,419.88
MUNG- 09819,First Floor - 1,2219.25,RCC,Residential,self,,,9320.85,838.88
MUNG- 29277,Ground Floor - 0,500,RCC,Residential,self,,,5950,535.5
MUNG- 29277,First Floor - 1,500,RCC,Residential,self,,,5950,535.5
MUNG- 29277,Second Floor - 2,500,RCC,Residential,self,,,5950,535.5
MUNG- 29298,Ground Floor - 0,1020,RCC,Residential,self,,,7854,706.86
MUNG- 29298,First Floor - 1,1020,RCC,Residential,self,,,7854,706.86
MUNG- 10405,Ground Floor - 0,360,RCC,Residential,self,,,2772,249.48
MUNG- 10405,First Floor - 1,360,RCC,Residential,self,,,2772,249.48
MUNG- 06860,Ground Floor - 0,560,RCC,Residential,rented,,,9996,899.64
MUNG- 06860,First Floor - 1,560,RCC,Residential,rented,,,9996,899.64
MUNG- 06860,Second Floor - 2,560,RCC,Residential,self,,,6664,599.76
MUNG- 06860,Third Floor - 3,130,RCC,Residential,self,,,1547,139.23
MUNG- 22374,Ground Floor - 0,270,RCC,Residential,self,,,2079,187.11
MUNG- 22374,First Floor - 1,270,RCC,Residential,self,,,2079,187.11
MUNG- 22374,Second Floor - 2,270,RCC,Residential,self,,,2079,187.11
MUNG- 12885,Ground Floor - 0,300,RCC,shops(less than 250 sq ft),rented,,,11880,1069.2
MUNG- 12885,First Floor - 1,300,RCC,shops(less than 250 sq ft),rented,,,11880,1069.2
MUNG- 12885,Second Floor - 2,228,RCC,shops(less than 250 sq ft),rented,,,9028.8,812.59
MUNG- 29259,Ground Floor - 0,536,Asbestos,Residential,self,2011-2012,2017-2018,0,0
MUNG- 29259,Ground Floor - 0,536,RCC,Residential,self,2018-2019,,6378.4,574.06
MUNG- 22322 (TEST),Ground Floor - 0,925,RCC,Residential,self,2006-2007,2025-2026,7122.5,641.02
MUNG- 22322 (TEST),First Floor - 1,925,RCC,Residential,self,2006-2007,2025-2026,7122.5,641.02
MUNG- 22322 (TEST) 1,Ground Floor - 0,925,RCC,Residential,self,2006-2007,,7122.5,641.02
MUNG- 22322 (TEST) 1,First Floor - 1,925,RCC,Residential,self,2006-2007,,7122.5,641.02
MUNG- 12885 (TEST3),Ground Floor - 0,300,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",rented,2024-2025,,17820,1603.8
MUNG- 12885 (TEST3),First Floor - 1,300,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",rented,2024-2025,,17820,1603.8
MUNG- 12885 (TEST3),Second Floor - 2,228,RCC,shops(less than 250 sq ft),rented,2024-2025,,9028.8,812.59
MUNG- 22322 (TEST) 2,Ground Floor - 0,925,RCC,Residential,self,2006-2007,2026-2027,7122.5,641.02
MUNG- 22322 (TEST) 2,First Floor - 1,925,RCC,Residential,self,2006-2007,2026-2027,7122.5,641.02
MUNG- 29259 TEST,Ground Floor - 0,536,Asbestos,Residential,self,2011-2012,2017-2018,0,0
MUNG- 29259 TEST,Ground Floor - 0,536,RCC,Residential,self,2018-2019,2026-2027,6378.4,574.06
MUNG- 12885 TEST 2,Ground Floor - 0,300,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",rented,2024-2025,,17820,1603.8
MUNG- 12885 TEST 2,First Floor - 1,300,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",rented,2024-2025,,17820,1603.8
MUNG- 12885 TEST 2,Second Floor - 2,228,RCC,shops(less than 250 sq ft),rented,2024-2025,,9028.8,812.59
MUNG- 12885 TEST 3,Ground Floor - 0,300,RCC,shops(less than 250 sq ft),rented,2024-2025,,11880,1069.2
MUNG- 12885 TEST 3,First Floor - 1,300,RCC,shops(less than 250 sq ft),rented,2024-2025,,11880,1069.2
MUNG- 12885 TEST 3,Second Floor - 2,228,RCC,shops(less than 250 sq ft),rented,2024-2025,,9028.8,812.59
MUNG- 29298 TEST,Ground Floor - 0,1020,RCC,Residential,self,2022-2023,,7854,706.86
MUNG- 29298 TEST,First Floor - 1,1020,RCC,Residential,self,2022-2023,,7854,706.86
MUNG- 13378,Ground Floor - 0,4470,RCC,"places, centres and institutions of spiritual and religious nature",self,2026-2027,,0,0
MUNG- 18586,Ground Floor - 0,738,RCC,Residential,self,2026-2027,,3099.6,278.96
MUNG- 18586,Ground Floor - 0,1638,Asbestos,Residential,self,2026-2027,,4586.4,412.78
MUNG- 18586,First Floor - 1,513,Asbestos,Residential,self,2026-2027,,1436.4,129.28
MUNG- 07978,Ground Floor - 0,1349,RCC,"pvt school, pvt college, pvt research institutes,other pvt institutes and their hostels",self,2026-2027,,35613.6,3205.22
MUNG- 07978,First Floor - 1,1349,RCC,"pvt school, pvt college, pvt research institutes,other pvt institutes and their hostels",self,2026-2027,,35613.6,3205.22
MUNG- 07978,Second Floor - 2,769.5,RCC,"pvt school, pvt college, pvt research institutes,other pvt institutes and their hostels",self,2026-2027,,20314.8,1828.33
MUNG- 05318,Ground Floor - 0,1442.5,RCC,Residential,self,2026-2027,,6058.5,545.26
MUNG- 05318,Ground Floor - 0,234,Asbestos,Residential,self,2026-2027,,655.2,58.97
MUNG- 05318,First Floor - 1,542.5,RCC,Residential,self,2026-2027,,2278.5,205.06
MUNG- 00995,Ground Floor - 0,1278,RCC,Residential,self,2026-2027,,5367.6,483.08
MUNG- 00995,First Floor - 1,1278,RCC,Residential,self,2026-2027,,5367.6,483.08
MUNG- 08114,Ground Floor - 0,694,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",rented,2026-2027,,41223.6,3710.12
MUNG- 08114,Ground Floor - 0,820,RCC,Residential,self,2026-2027,,6314,568.26
MUNG- 08114,First Floor - 1,1514,RCC,Residential,self,2026-2027,,11657.8,1049.2
MUNG- 08384,Ground Floor - 0,2520,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",rented,2026-2027,,199584,17962.56
MUNG- 08384,First Floor - 1,2520,RCC,Residential,self,2026-2027,,29988,2698.92
MUNG- 08384,Second Floor - 2,2520,RCC,Residential,self,2026-2027,,29988,2698.92
MUNG- 08384,Third Floor - 3,2232,RCC,Residential,self,2026-2027,,26560.8,2390.47
MUNG- 13552,Basement - -1,2322,RCC,"Hotel, bar, club, healthclub, marriage hall",self,2026-2027,,245203.2,22068.29
MUNG- 13552,Ground Floor - 0,964,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",rented,2026-2027,,76348.8,6871.39
MUNG- 13552,Ground Floor - 0,1817,RCC,"Hotel, bar, club, healthclub, marriage hall",self,2026-2027,,191875.2,17268.77
MUNG- 13552,First Floor - 1,2781,RCC,"Hotel, bar, club, healthclub, marriage hall",self,2026-2027,,293673.6,26430.62
MUNG- 05125,Ground Floor - 0,2403,RCC,Residential,self,2026-2027,,28595.7,2573.61
MUNG- 05125,First Floor - 1,2403,RCC,Residential,self,2026-2027,,28595.7,2573.61
MUNG- 00363,Ground Floor - 0,821,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",rented,2026-2027,,65023.2,5852.09
MUNG- 00363,Ground Floor - 0,504,RCC,Residential,self,2026-2027,,5997.6,539.78
MUNG- 00363,First Floor - 1,821,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",rented,2026-2027,,65023.2,5852.09
MUNG- 00363,First Floor - 1,504,RCC,Residential,self,2026-2027,,5997.6,539.78
MUNG- 00363,Second Floor - 2,821,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",rented,2026-2027,,65023.2,5852.09
MUNG- 00363,Second Floor - 2,504,RCC,Residential,self,2026-2027,,5997.6,539.78
MUNG- 00363,Third Floor - 3,504,RCC,Residential,rented,2026-2027,,8996.4,809.68
MUNG- 00363,Third Floor - 3,821,RCC,Residential,self,2026-2027,,9769.9,879.29
MUNG- 00262,Ground Floor - 0,2493,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",self,2026-2027,,131630.4,11846.74
MUNG- 00262,First Floor - 1,400,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",self,2026-2027,,21120,1900.8
MUNG- 00262,First Floor - 1,936,Asbestos,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",self,2026-2027,,37065.6,3335.9
MUNG- 00262,First Floor - 1,700,RCC,Residential,self,2026-2027,,8330,749.7
MUNG- 00262,Second Floor - 2,1092,RCC,Residential,self,2026-2027,,12994.8,1169.53
MUNG- 08921,Ground Floor - 0,263,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",self,2026-2027,,13886.4,1249.78
MUNG- 08921,Ground Floor - 0,484,Asbestos,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",rented,2026-2027,,28749.6,2587.46
MUNG- 08921,Ground Floor - 0,3309,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",rented,2026-2027,,262072.8,23586.55
MUNG- 08921,First Floor - 1,586,RCC,Residential,rented,2026-2027,,10460.1,941.41
MUNG- 08921,First Floor - 1,1549,RCC,Residential,self,2026-2027,,18433.1,1658.98
MUNG- 08921,First Floor - 1,314,Asbestos,Residential,self,2026-2027,,2417.8,217.6
MUNG- 08921,Second Floor - 2,2135,RCC,Residential,self,2026-2027,,25406.5,2286.59
MUNG- 08921,Third Floor - 3,282,RCC,Residential,self,2026-2027,,3355.8,302.02
MUNG- 13504,Ground Floor - 0,684,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",rented,2026-2027,,54172.8,4875.55
MUNG- 13504,Ground Floor - 0,516,RCC,Residential,self,2026-2027,,6140.4,552.64
MUNG- 13504,First Floor - 1,684,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",rented,2026-2027,,54172.8,4875.55
MUNG- 13504,First Floor - 1,516,RCC,Residential,self,2026-2027,,6140.4,552.64
MUNG- 13504,Second Floor - 2,1200,RCC,Residential,self,2026-2027,,14280,1285.2
MUNG- 03167,Ground Floor - 0,400,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",rented,2026-2027,,23760,2138.4
MUNG- 03167,Ground Floor - 0,923,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",self,2026-2027,,36550.8,3289.57
MUNG- 03167,First Floor - 1,1323,RCC,Residential,self,2026-2027,,10187.1,916.84
MUNG- 16997,Ground Floor - 0,1944,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",self,2026-2027,,102643.2,9237.89
MUNG- 16997,First Floor - 1,832,RCC,Residential,self,2026-2027,,9900.8,891.07
MUNG- 16997,First Floor - 1,552,RCC,Residential,rented,2026-2027,,9853.2,886.79
MUNG- 16997,Second Floor - 2,1384,RCC,Residential,rented,2026-2027,,24704.4,2223.4
MUNG- 12397,Ground Floor - 0,2158,RCC,Residential,self,2026-2027,,25680.2,2311.22
MUNG- 12397,First Floor - 1,2158,RCC,Residential,self,2026-2027,,25680.2,2311.22
MUNG- 12397,Second Floor - 2,2158,RCC,Residential,self,2026-2027,,25680.2,2311.22
MUNG- 01234,Ground Floor - 0,297,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",self,2026-2027,,15681.6,1411.34
MUNG- 01234,Ground Floor - 0,466,RCC,Residential,self,2026-2027,,5545.4,499.09
MUNG- 01234,Ground Floor - 0,1014,Asbestos,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",self,2026-2027,,40154.4,3613.9
MUNG- 01234,Ground Floor - 0,306,Asbestos,Residential,self,2026-2027,,2356.2,212.06
MUNG- 01234,Ground Floor - 0,280,Asbestos,Residential,rented,2026-2027,,3234,291.06
MUNG- 01234,First Floor - 1,763,RCC,Residential,self,2026-2027,,9079.7,817.17
MUNG- 00588,Ground Floor - 0,1114,RCC,Residential,self,2026-2027,,13256.6,1193.09
MUNG- 00588,First Floor - 1,1114,RCC,Residential,self,2026-2027,,13256.6,1193.09
MUNG- 00588,Second Floor - 2,1114,RCC,Residential,self,2026-2027,,13256.6,1193.09
MUNG- 08634,Ground Floor - 0,252,RCC,shops(less than 250 sq ft),rented,2026-2027,,13305.6,1197.5
MUNG- 08634,Ground Floor - 0,1057,RCC,Residential,self,2026-2027,,12578.3,1132.05
MUNG- 08634,Ground Floor - 0,138,RCC,Residential,rented,2026-2027,,2463.3,221.7
MUNG- 08634,First Floor - 1,1449,RCC,Residential,rented,2026-2027,,25864.65,2327.82
MUNG- 08634,Second Floor - 2,1449,RCC,Residential,rented,2026-2027,,25864.65,2327.82
MUNG- 08634,Third Floor - 3,449,Asbestos,Residential,self,2026-2027,,3457.3,311.16
MUNG- 01616,Basement - -1,1001,RCC,"Hotel, bar, club, healthclub, marriage hall",rented,2026-2027,,158558.4,14270.26
MUNG- 01616,Ground Floor - 0,1108,RCC,"Hotel, bar, club, healthclub, marriage hall",rented,2026-2027,,175507.2,15795.65
MUNG- 01616,First Floor - 1,1108,RCC,"Hotel, bar, club, healthclub, marriage hall",rented,2026-2027,,175507.2,15795.65
MUNG- 01616,Second Floor - 2,1108,RCC,"Hotel, bar, club, healthclub, marriage hall",rented,2026-2027,,175507.2,15795.65
MUNG- 01616,Third Floor - 3,1108,RCC,"Hotel, bar, club, healthclub, marriage hall",rented,2026-2027,,175507.2,15795.65
MUNG- 17623,Ground Floor - 0,300,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",rented,2026-2027,,23760,2138.4
MUNG- 17623,Ground Floor - 0,815,RCC,Residential,rented,2026-2027,,14547.75,1309.3
MUNG- 17623,First Floor - 1,580,RCC,Residential,rented,2026-2027,,10353,931.77
MUNG- 12793,Ground Floor - 0,3994,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",self,2026-2027,,210883.2,18979.49
MUNG- 12793,First Floor - 1,3994,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",self,2026-2027,,210883.2,18979.49
MUNG- 12793,Second Floor - 2,3994,RCC,Residential,self,2026-2027,,47528.6,4277.57
MUNG- 08231,Ground Floor - 0,495,Asbestos,Residential,self,2026-2027,,3811.5,343.03
MUNG- 08231,Ground Floor - 0,2507,RCC,Residential,self,2026-2027,,29833.3,2685
MUNG- 08231,First Floor - 1,994,RCC,Residential,self,2026-2027,,11828.6,1064.57
MUNG- 08231,Second Floor - 2,494,RCC,Residential,self,2026-2027,,5878.6,529.07
MUNG- 10227,Ground Floor - 0,476,RCC,Residential,self,2026-2027,,5664.4,509.8
MUNG- 10227,Ground Floor - 0,1071,RCC,"Hotel, bar, club, healthclub, marriage hall",self,2026-2027,,113097.6,10178.78
MUNG- 10227,First Floor - 1,1547,RCC,"Hotel, bar, club, healthclub, marriage hall",self,2026-2027,,163363.2,14702.69
MUNG- 10227,Second Floor - 2,800,RCC,"Hotel, bar, club, healthclub, marriage hall",self,2026-2027,,84480,7603.2
MUNG- 10227,Second Floor - 2,460,Asbestos,"Hotel, bar, club, healthclub, marriage hall",self,2026-2027,,36432,3278.88
MUNG- 11428,Ground Floor - 0,2162,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",rented,2026-2027,,171230.4,15410.74
MUNG- 11428,Ground Floor - 0,940,Asbestos,Residential,self,2026-2027,,7238,651.42
MUNG- 03385,Ground Floor - 0,2035,RCC,"pvt school, pvt college, pvt research institutes,other pvt institutes and their hostels",rented,2026-2027,,161172,14505.48
MUNG- 03385,Ground Floor - 0,1485,Asbestos,"pvt school, pvt college, pvt research institutes,other pvt institutes and their hostels",rented,2026-2027,,88209,7938.81
MUNG- 16224,Ground Floor - 0,6550,Asbestos,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",self,2026-2027,,259380,23344.2
MUNG- 15307,Ground Floor - 0,2850,RCC,Residential,self,2026-2027,,21945,1975.05
MUNG- 15307,Ground Floor - 0,350,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",rented,2026-2027,,20790,1871.1
MUNG- 15307,First Floor - 1,3200,RCC,Residential,rented,2026-2027,,36960,3326.4
MUNG- 15307,Second Floor - 2,430,RCC,Residential,self,2026-2027,,3311,297.99
MUNG- 10180,Ground Floor - 0,2160,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",self,2026-2027,,114048,10264.32
MUNG- 10180,First Floor - 1,1180,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",self,2026-2027,,62304,5607.36
MUNG- 28718,Ground Floor - 0,2526,RCC,Residential,self,2026-2027,,19450.2,1750.52
MUNG- 28718,Ground Floor - 0,2170,Asbestos,Residential,self,2026-2027,,13671,1230.39
MUNG- 28718,First Floor - 1,865,RCC,Residential,self,2026-2027,,6660.5,599.44
MUNG- 06593,Ground Floor - 0,1353,RCC,"pvt school, pvt college, pvt research institutes,other pvt institutes and their hostels",rented,2026-2027,,80368.2,7233.14
MUNG- 06593,First Floor - 1,1353,RCC,"pvt school, pvt college, pvt research institutes,other pvt institutes and their hostels",rented,2026-2027,,80368.2,7233.14
MUNG- 08957,Ground Floor - 0,2955,RCC,Residential,self,2026-2027,,22753.5,2047.81
MUNG- 08957,First Floor - 1,2955,RCC,Residential,self,2026-2027,,22753.5,2047.81
MUNG- 13497,Ground Floor - 0,6475,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",rented,2026-2027,,384615,34615.35
MUNG- 13497,Ground Floor - 0,6556,Asbestos,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",rented,2026-2027,,259617.6,23365.58
MUNG- 19844,Ground Floor - 0,2912,RCC,"commercial office, financial institutions, banks, insurance office, pvt hospitaland nursing home",rented,2026-2027,,461260.8,41513.47
MUNG- 19844,First Floor - 1,2912,RCC,"commercial office, financial institutions, banks, insurance office, pvt hospitaland nursing home",rented,2026-2027,,461260.8,41513.47
MUNG- 18321,Ground Floor - 0,3496,RCC,Residential,self,2026-2027,,26919.2,2422.73
MUNG- 18321,First Floor - 1,2408,RCC,Residential,self,2026-2027,,18541.6,1668.74
MUNG- 19890,Ground Floor - 0,1872,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",rented,2026-2027,,111196.8,10007.71
MUNG- 19890,Ground Floor - 0,988,RCC,Residential,self,2026-2027,,7607.6,684.68
MUNG- 12321,Ground Floor - 0,2445,RCC,Residential,self,2026-2027,,18826.5,1694.38
MUNG- 12318,Ground Floor - 0,6371,RCC,Residential,self,2026-2027,,49056.7,4415.1
MUNG- 12318,Ground Floor - 0,400,RCC,Residential,self,2026-2027,,3080,277.2
MUNG- 12318,Ground Floor - 0,2056,Asbestos,Residential,self,2026-2027,,12952.8,1165.75
MUNG- 08350,Basement - -1,500,RCC,"commercial office, financial institutions, banks, insurance office, pvt hospitaland nursing home",rented,2026-2027,,39600,3564
MUNG- 08350,Ground Floor - 0,928,RCC,"commercial office, financial institutions, banks, insurance office, pvt hospitaland nursing home",rented,2026-2027,,73497.6,6614.78
MUNG- 08350,First Floor - 1,928,RCC,"commercial office, financial institutions, banks, insurance office, pvt hospitaland nursing home",rented,2026-2027,,73497.6,6614.78
MUNG- 10080,Ground Floor - 0,2800,RCC,"pvt school, pvt college, pvt research institutes,other pvt institutes and their hostels",self,2026-2027,,110880,9979.2
MUNG- 10080,Ground Floor - 0,600,Asbestos,"pvt school, pvt college, pvt research institutes,other pvt institutes and their hostels",self,2026-2027,,15840,1425.6
MUNG- 10080,First Floor - 1,3400,RCC,Residential,self,2026-2027,,26180,2356.2
MUNG- 10080,Second Floor - 2,3400,RCC,Residential,self,2026-2027,,26180,2356.2
MUNG- 10353,Ground Floor - 0,1162,RCC,"pvt school, pvt college, pvt research institutes,other pvt institutes and their hostels",self,2026-2027,,46015.2,4141.37
MUNG- 10353,Ground Floor - 0,1546,RCC,Residential,self,2026-2027,,11904.2,1071.38
MUNG- 10353,Ground Floor - 0,250,Asbestos,Residential,self,2026-2027,,1575,141.75
MUNG- 10353,First Floor - 1,689,Asbestos,"pvt school, pvt college, pvt research institutes,other pvt institutes and their hostels",self,2026-2027,,18189.6,1637.06
MUNG- 10353,First Floor - 1,1540,RCC,"pvt school, pvt college, pvt research institutes,other pvt institutes and their hostels",self,2026-2027,,60984,5488.56
MUNG- 10353,First Floor - 1,650,RCC,Residential,self,2026-2027,,5005,450.45
MUNG- 07226,Ground Floor - 0,12540,RCC,Residential,self,2026-2027,,149226,13430.34
MUNG- 07226,Ground Floor - 0,561,Asbestos,Residential,self,2026-2027,,4319.7,388.77
MUNG- 07226,First Floor - 1,670,RCC,Residential,self,2026-2027,,7973,717.57
MUNG- 10168,Ground Floor - 0,4050,RCC,"commercial office, financial institutions, banks, insurance office, pvt hospitaland nursing home",self,2026-2027,,427680,38491.2
MUNG- 10168,Ground Floor - 0,600,Asbestos,Residential,self,2026-2027,,4620,415.8
MUNG- 10168,First Floor - 1,4050,RCC,"commercial office, financial institutions, banks, insurance office, pvt hospitaland nursing home",self,2026-2027,,427680,38491.2
MUNG- 27892,Ground Floor - 0,1570,RCC,Residential,rented,2026-2027,,28024.5,2522.2
MUNG- 27892,Ground Floor - 0,520,Asbestos,Residential,rented,2026-2027,,6006,540.54
MUNG- 27892,First Floor - 1,1390,RCC,Residential,rented,2026-2027,,24811.5,2233.03
MUNG- 27892,Second Floor - 2,812,RCC,Residential,rented,2026-2027,,14494.2,1304.48
MUNG- 27892,Third Floor - 3,812,RCC,any other,rented,2026-2027,,64310.4,5787.94
MUNG- 03904,Basement - -1,2108,RCC,Residential,self,2026-2027,,25085.2,2257.67
MUNG- 03904,Ground Floor - 0,2108,RCC,"shops(250 sq ft and above), showroom, shopping mall, cinema, multiplex, dispensary, lab, restaurant, guest house",self,2026-2027,,111302.4,10017.22
MUNG- 03904,First Floor - 1,2108,RCC,Residential,self,2026-2027,,25085.2,2257.67
MUNG- 03904,Second Floor - 2,270,RCC,Residential,self,2026-2027,,3213,289.17
MUNG- 03845,Ground Floor - 0,1700,RCC,Residential,self,2026-2027,,7140,642.6
MUNG- 03845,Ground Floor - 0,125.25,RCC,shops(less than 250 sq ft),self,2026-2027,,2204.4,198.4
MUNG- 03845,Ground Floor - 0,500,Asbestos,Residential,self,2026-2027,,1400,126
MUNG- 03845,First Floor - 1,759.5,RCC,Residential,self,2026-2027,,3189.9,287.09
MUNG- 05426,Ground Floor - 0,1440,RCC,Residential,self,2026-2027,,6048,544.32
MUNG- 05426,First Floor - 1,1440,RCC,Residential,self,2026-2027,,6048,544.32
MUNG- 21810,Ground Floor - 0,1628,RCC,Residential,self,2026-2027,,6837.6,615.38
MUNG- 21810,Ground Floor - 0,163.25,Asbestos,Residential,self,2026-2027,,457.1,41.14
MUNG- 21810,First Floor - 1,1628,RCC,Residential,self,2026-2027,,6837.6,615.38
Test-12,Ground Floor - 0,,,,,,,12333,122
MUNG- 17018,Basement - -1,1400,RCC,"Hotel, bar, club, healthclub, marriage hall",self,2026-2027,,110880,9979.2
MUNG- 17018,Ground Floor - 0,1400,RCC,"Hotel, bar, club, healthclub, marriage hall",self,2026-2027,,110880,9979.2
MUNG- 17018,First Floor - 1,1400,RCC,"Hotel, bar, club, healthclub, marriage hall",self,2026-2027,,110880,9979.2
MUNG- 17018,Second Floor - 2,1400,RCC,"Hotel, bar, club, healthclub, marriage hall",self,2026-2027,,110880,9979.2
MUNG- 17018,Third Floor - 3,1400,RCC,"Hotel, bar, club, healthclub, marriage hall",self,2026-2027,,110880,9979.2
MUNG- 17021,Basement - -1,500,RCC,"Hotel, bar, club, healthclub, marriage hall",self,2026-2027,,39600,3564
MUNG- 17021,Ground Floor - 0,1000,RCC,"Hotel, bar, club, healthclub, marriage hall",self,2026-2027,,79200,7128
MUNG- 17021,First Floor - 1,1000,RCC,"Hotel, bar, club, healthclub, marriage hall",self,2026-2027,,79200,7128
MUNG- 17021,Second Floor - 2,1000,RCC,"Hotel, bar, club, healthclub, marriage hall",self,2026-2027,,79200,7128
MUNG- 17021,Third Floor - 3,1000,RCC,"Hotel, bar, club, healthclub, marriage hall",self,2026-2027,,79200,7128
MUNG- 17030,Basement - -1,1400,RCC,"Hotel, bar, club, healthclub, marriage hall",self,2026-2027,,110880,9979.2
MUNG- 17030,Ground Floor - 0,1400,RCC,"Hotel, bar, club, healthclub, marriage hall",self,2026-2027,,110880,9979.2
MUNG- 17030,First Floor - 1,1400,RCC,"Hotel, bar, club, healthclub, marriage hall",self,2026-2027,,110880,9979.2
MUNG- 17030,Second Floor - 2,1400,RCC,"Hotel, bar, club, healthclub, marriage hall",self,2026-2027,,110880,9979.2
MUNG- 17030,Third Floor - 3,1400,RCC,"Hotel, bar, club, healthclub, marriage hall",self,2026-2027,,110880,9979.2
MUNG- 15169,Basement - -1,1604,RCC,"Hotel, bar, club, healthclub, marriage hall",self,2026-2027,,127036.8,11433.31
MUNG- 15169,Ground Floor - 0,1604,RCC,"Hotel, bar, club, healthclub, marriage hall",rented,2026-2027,,190555.2,17149.97
